0106,3498
2101,2122
2801,1442
2908,2770
1904,3001
0303,4080
2112,7171
2002,8482
2305,3664
0111,1408
0609,3067
1111,6740
2606,3358
0512,2984
1804,3217
0209,3582
1906,3068
1305,3533
0608,3033
0503,3174
1902,3015
0709,2860
1508,3435
1206,3930
1112,5352
1104,3806
0904,2736
2311,1953
1001,2766
1011,2560
0104,3907
0112,3495
2109,3637
1703,3233
1408,3341
0906,2872
1407,3324
0905,3336
1109,3557
1304,3381
1307,3447
2608,2894
2808,3205
2012,6308
1002,4220
0403,2898
1103,3722
1604,3233
0604,2749
2503,3545
1801,1427
0208,3901
2709,3061
2102,3506
3104,392
0907,2615
3011,1539
1003,3929
0507,3251
0912,3044
2202,3693
0506,3650
3004,3366
0408,2935
1308,3479
0612,2769
0109,3846
2401,1560
2405,3302
0902,2781
1406,3255
1302,3408
0502,3367
1303,3465
3107,3156
1712,3234
2912,2955
2206,3727
1901,1267
1603,3201
0809,2954
2312,3731
1005,4076
2009,9089
2006,7034
2104,3522
0707,4149
0312,2838
1212,12405
1205,4134
2003,7574
0101,3741
0412,2814
1412,3427
1006,3820
1202,3858
3009,2957
3105,3204
0102,5288
0207,3752
2906,3035
0803,3202
0308,3253
0401,1184
0305,3242
1509,3247
0602,2866
0504,3041
2501,1840
1708,3043
2601,1450
1102,3976
2707,3312
2811,1529
1605,3363
0206,3831
2804,3128
0309,2909
1706,3210
0802,2733
1401,1476
0302,3071
1512,3590
2212,3751
3003,3375
0307,3048
0708,3171
0202,4841
2207,3509
1105,3752
1803,3205
2803,3142
1208,3928
0103,3871
0203,4107
0107,3266
2208,3316
0105,3732
2807,2990
2805,3320
3101,1816
2512,3596
1101,1937
2304,3452
2201,1655
1009,3573
2609,2967
0605,2820
0601,1145
3103,3224
1506,3189
1209,3908
1805,3369
2711,1600
2301,1695
1403,3329
1807,2990
0404,3964
1211,2035
1711,1503
3007,2970
1201,1934
0405,3201
0108,3339
2007,7346
1301,1673
2307,3280
2508,3344
2203,3524
1007,3966
2409,3051
2712,3067
2106,3602
2404,3366
1502,3494
2209,3341
0204,4069
0511,1295
2901,1351
2004,7362
2704,3164
2505,3830
0812,2818
1008,3885
0606,3798
1411,1558
1404,3549
0702,2900
0205,3842
2005,7354
0501,1504
2011,7583
1909,3072
0903,2655
2001,6303
1808,3156
1204,4180
1607,2989
1812,3695
0201,1246
0611,1240
2407,3116
1107,3669
0701,1107
1507,3469
2612,3096
1802,3247
1012,4699
0211,1548
0212,3132
1004,4066
1602,3171
1608,3099
2502,3303
2603,3167
3006,3293
2408,3083
2907,2972
2107,3422
1702,3214
1409,3161
2607,3079
0804,2702
1701,4973
1203,3852
2402,3025
2105,3645
0301,1248
1311,1750
1709,3114
2309,3415
0304,3300
0603,2767
0306,3135
1911,1601
0704,2914
2302,3961
1903,2976
0703,2645
0311,1446
0807,2754
2008,8022
2303,3515
0402,2751
0705,2783
2509,3422
2706,2905
2111,1818
2504,3533
1704,3408
2701,1447
2911,1343
2703,3199
2903,3053
2103,3802
1503,3527
1402,3936
3109,356
0406,2999
0407,2927
3005,3238
0409,2685
2904,3169
2205,3483
2909,3267
2604,3138
2812,3118
1405,3477
0712,2703
3106,341
0509,3225
1705,3365
1306,3430
2306,3445
0908,2961
2506,3289
0909,4461
3012,3008
2108,3353
0505,4702
1504,3592
0508,3318
1806,3175
0811,1145
1505,4040
3102,555
2605,3187
2403,3181
1905,3326
1207,3861
0607,3008
1809,3085
2211,2583
2902,954
1312,3658
0706,2717
2708,2932
1106,3601
3008,2886
0808,3949
1606,3253
1912,3040
2809,2940
3111,569
2611,1591
2411,1618
2511,1768
0711,1352
1907,3031
1707,3299
3001,1447
3002,404
0901,1061
0805,2781
2602,3096
2802,3198
2412,3501
0806,2728
2204,3674
1612,3397
1609,3014
2806,2906
1511,1649
2308,3171
1501,1568
3112,3460
2705,3082
0411,1291
2702,3094
1601,1429
1108,3824
0801,1135
1611,1521
1811,1455
3108,2996
0911,1335
1309,3270
2507,3369
2905,3198
2406,3273
1908,2979
